product_id,product_vendor,product_name,availability,size,colours,cost,category,sub_category,user_id,quantity_ordered,payment_details,delivery_address,order_status,date,month
2542,15,Pants RoyalBlue,78,Large,RoyalBlue,512.11,Men,Pants,681,3,cashondelivery,Punjab,Returned,24,January
2543,9,Tops GoldenRod,71,Large,GoldenRod,23.72,Kids,Tops,210,2,cashondelivery,Sikkim,Returned,20,October
2544,16,Western Sienna,98,Large,Sienna,161.1,Men,Western,393,4,UPI,Odisha,Cancelled,27,March
2545,22,Trousers DeepPink,75,Small,DeepPink,209.33,Women,Trousers,1485,2,UPI,Odisha,Delivered,13,May
2546,12,Pants Coral,59,Large,Coral,162.22,Women,Pants,1252,1,cashondelivery,Andhra Pradesh,Returned,17,February
2547,27,Casuals NavajoWhite,60,Large,NavajoWhite,825.53,Kids,Casuals,131,1,cashondelivery,Punjab,Returned,27,June
2548,9,Jeans Aquamarine,35,Small,Aquamarine,682.91,Women,Jeans,835,4,netbanking,Assam,Delivered,17,April
2549,30,Ethnic PapayaWhip,81,Large,PapayaWhip,799.42,Kids,Ethnic,693,4,netbanking,Kerala,Cancelled,28,March
2550,28,Formals PaleGreen,39,Large,PaleGreen,863.39,Women,Formals,691,3,netbanking,Uttar Pradesh,Returned,9,September
2551,7,Tops DeepSkyBlue,26,Medium,DeepSkyBlue,762.98,Women,Tops,1223,3,cashondelivery,Jharkhand,Cancelled,30,December
2552,12,Shirts YellowGreen,39,Medium,YellowGreen,690.15,Kids,Shirts,570,4,UPI,Sikkim,Cancelled,30,March
2553,21,Casuals SkyBlue,53,Small,SkyBlue,898.92,Men,Casuals,259,4,cashondelivery,Sikkim,Cancelled,13,June
2554,10,T-Shirts Yellow,76,Medium,Yellow,100.19,Women,T-Shirts,1357,2,UPI,Maharashtra,Returned,26,November
2555,12,Trousers Maroon,38,Large,Maroon,841.53,Kids,Trousers,1165,1,cashondelivery,Haryana,Returned,19,August
2556,21,Ethnic Pink,26,Medium,Pink,203.02,Men,Ethnic,717,4,UPI,Haryana,Returned,7,January
2557,4,Pants DodgerBlue,60,Medium,DodgerBlue,389.48,Kids,Pants,202,1,netbanking,Nagaland,Cancelled,7,January
2558,14,Pants Peru,18,Large,Peru,806.81,Kids,Pants,502,3,UPI,Telangana,Delivered,22,January
2559,5,T-Shirts Black,23,Small,Black,913.72,Women,T-Shirts,95,4,UPI,Chhattisgarh,Cancelled,21,April
2560,14,Saree SlateGray,76,Medium,SlateGray,775.53,Women,Saree,95,1,cashondelivery,Odisha,Returned,30,June
2561,21,Tops Chocolate,14,Large,Chocolate,220.42,Men,Tops,1307,3,netbanking,West Bengal,Returned,15,November
2562,16,Casuals Purple,49,Large,Purple,773.51,Women,Casuals,655,3,netbanking,Uttarakhand,Cancelled,18,May
2563,14,T-Shirts SpringGreen,95,Large,SpringGreen,913.58,Men,T-Shirts,393,1,UPI,Meghalaya,Delivered,23,October
2564,12,Western LightYellow,61,Small,LightYellow,317.95,Kids,Western,1106,3,UPI,Telangana,Cancelled,25,August
2565,8,Shirts DarkKhaki,57,Medium,DarkKhaki,567.7,Women,Shirts,65,3,netbanking,Meghalaya,Delivered,29,January
2566,1,Saree SpringGreen,88,Large,SpringGreen,182.7,Kids,Saree,1325,4,UPI,Bihar,Returned,16,January
2567,30,Western DarkGoldenRod,4,Medium,DarkGoldenRod,773.59,Women,Western,668,1,UPI,Telangana,Delivered,23,February
2568,1,Casuals DarkSalmon,52,Large,DarkSalmon,763.52,Women,Casuals,323,4,netbanking,Nagaland,Returned,9,October
2569,1,Jeans MidnightBlue,32,Small,MidnightBlue,464.05,Kids,Jeans,148,3,UPI,Manipur,Delivered,11,June
2570,10,Shirts BlueViolet,68,Small,BlueViolet,126.12,Men,Shirts,720,1,UPI,Manipur,Cancelled,19,July
2571,13,T-Shirts Cyan,56,Large,Cyan,167.77,Kids,T-Shirts,1320,3,UPI,Odisha,Cancelled,28,October
2572,9,Western OrangeRed,6,Large,OrangeRed,477.86,Men,Western,1004,3,cashondelivery,Jharkhand,Delivered,14,November
2573,17,Trousers OldLace,58,Medium,OldLace,995.22,Kids,Trousers,583,2,netbanking,Tripura,Returned,28,September
2574,20,Trousers Plum,67,Large,Plum,165.7,Women,Trousers,1103,1,netbanking,Mizoram,Delivered,18,June
2575,3,Saree Red,93,Large,Red,224.84,Kids,Saree,1347,1,netbanking,Jharkhand,Cancelled,30,March
2576,15,Saree Brown,64,Medium,Brown,964.91,Women,Saree,334,1,netbanking,Arunachal Pradesh,Cancelled,27,July
2577,29,Pants MediumOrchid,86,Medium,MediumOrchid,787.28,Kids,Pants,818,2,netbanking,Manipur,Returned,27,November
2578,23,T-Shirts DarkBlue,73,Small,DarkBlue,524.93,Women,T-Shirts,1312,3,netbanking,Assam,Delivered,27,March
2579,16,Jeans Gainsboro,28,Small,Gainsboro,493.11,Women,Jeans,640,3,cashondelivery,Telangana,Cancelled,18,February
2580,6,Shirts Coral,3,Large,Coral,307.82,Men,Shirts,341,1,UPI,Assam,Delivered,22,January
2581,3,Formals LawnGreen,64,Medium,LawnGreen,28.68,Men,Formals,1395,1,cashondelivery,Uttar Pradesh,Returned,2,June
2582,3,Formals Gainsboro,56,Medium,Gainsboro,580.39,Kids,Formals,299,2,cashondelivery,Uttarakhand,Returned,25,March
2583,14,Ethnic Aquamarine,48,Medium,Aquamarine,324.22,Women,Ethnic,1151,3,cashondelivery,Tripura,Delivered,28,February
2584,8,Shirts Moccasin,7,Medium,Moccasin,49.92,Women,Shirts,357,3,cashondelivery,Tamil Nadu,Returned,8,January
2585,30,T-Shirts Purple,82,Medium,Purple,947.36,Men,T-Shirts,1474,1,cashondelivery,Gujarat,Delivered,15,March
2586,9,Western BurlyWood,63,Medium,BurlyWood,946.98,Women,Western,1070,4,cashondelivery,Andhra Pradesh,Cancelled,9,May
2587,25,Trousers SeaShell,16,Large,SeaShell,737.69,Women,Trousers,532,1,cashondelivery,Meghalaya,Delivered,29,November
2588,2,T-Shirts MediumOrchid,21,Large,MediumOrchid,959.66,Kids,T-Shirts,58,3,cashondelivery,Arunachal Pradesh,Returned,24,August
2589,29,Tops Silver,12,Large,Silver,79.95,Women,Tops,561,3,netbanking,Maharashtra,Returned,12,December
2590,23,Saree PeachPuff,32,Small,PeachPuff,399.74,Women,Saree,635,1,cashondelivery,Maharashtra,Returned,2,July
2591,28,Shirts NavajoWhite,56,Medium,NavajoWhite,393.9,Women,Shirts,1252,2,UPI,Himachal Pradesh,Returned,26,November
2592,22,Trousers CornflowerBlue,20,Small,CornflowerBlue,636.31,Women,Trousers,510,1,cashondelivery,Tripura,Cancelled,11,December
2593,24,Ethnic LightPink,7,Small,LightPink,882.28,Men,Ethnic,264,2,cashondelivery,Meghalaya,Returned,24,May
2594,6,Tops DarkGoldenRod,78,Large,DarkGoldenRod,701.28,Women,Tops,571,3,UPI,Bihar,Cancelled,3,January
2595,14,Saree LightCyan,73,Medium,LightCyan,106.1,Men,Saree,933,3,cashondelivery,Nagaland,Cancelled,30,June
2596,20,Tops DarkGreen,72,Small,DarkGreen,719.38,Kids,Tops,1094,1,UPI,Mizoram,Delivered,12,May
2597,4,Ethnic LightGreen,12,Large,LightGreen,144.52,Men,Ethnic,1168,4,cashondelivery,Madhya Pradesh,Returned,21,January
2598,19,Ethnic Silver,18,Large,Silver,374.94,Kids,Ethnic,1283,4,cashondelivery,Telangana,Cancelled,11,June
2599,5,Ethnic OrangeRed,65,Medium,OrangeRed,405.81,Men,Ethnic,1146,4,UPI,Mizoram,Cancelled,17,March
2600,4,Jeans SaddleBrown,83,Small,SaddleBrown,806.96,Kids,Jeans,965,4,UPI,Odisha,Cancelled,4,September
2601,24,Jeans Wheat,15,Small,Wheat,77.6,Men,Jeans,734,3,UPI,Karnataka,Returned,29,April
2602,8,Saree Peru,38,Large,Peru,738.98,Men,Saree,1012,1,netbanking,Himachal Pradesh,Delivered,25,August
2603,2,Ethnic GoldenRod,62,Small,GoldenRod,547.66,Kids,Ethnic,524,3,netbanking,Arunachal Pradesh,Delivered,3,July
2604,26,Ethnic Violet,63,Small,Violet,203.72,Kids,Ethnic,246,3,cashondelivery,Jharkhand,Cancelled,9,March
2605,12,T-Shirts SteelBlue,21,Large,SteelBlue,157.62,Kids,T-Shirts,448,3,UPI,Jharkhand,Delivered,27,October
2606,16,Casuals Lime,34,Large,Lime,446.78,Women,Casuals,500,1,netbanking,Telangana,Cancelled,6,January
2607,15,Western MediumTurquoise,19,Large,MediumTurquoise,649.59,Women,Western,303,4,netbanking,Maharashtra,Returned,27,January
2608,17,Casuals MediumTurquoise,40,Small,MediumTurquoise,195.64,Kids,Casuals,817,2,UPI,Bihar,Cancelled,23,June
2609,11,Ethnic PapayaWhip,8,Large,PapayaWhip,160.86,Men,Ethnic,235,2,netbanking,Sikkim,Delivered,7,February
2610,6,Jeans DeepSkyBlue,12,Medium,DeepSkyBlue,97.89,Women,Jeans,304,1,cashondelivery,Tamil Nadu,Cancelled,22,March
2611,4,Jeans Snow,38,Large,Snow,941.46,Men,Jeans,1264,3,cashondelivery,Andhra Pradesh,Cancelled,11,September
2612,16,T-Shirts DarkMagenta,19,Large,DarkMagenta,687.2,Men,T-Shirts,208,4,UPI,West Bengal,Cancelled,16,January
2613,20,Ethnic SlateBlue,33,Medium,SlateBlue,605.51,Kids,Ethnic,95,2,netbanking,Jharkhand,Delivered,17,November
2614,15,Formals Gray,45,Medium,Gray,915.97,Men,Formals,40,2,cashondelivery,Odisha,Delivered,7,January
2615,22,T-Shirts NavajoWhite,30,Large,NavajoWhite,549.56,Kids,T-Shirts,1460,3,UPI,Telangana,Returned,12,December
2616,18,Shirts WhiteSmoke,87,Medium,WhiteSmoke,562.15,Kids,Shirts,1433,4,UPI,Karnataka,Delivered,28,June
2617,2,Jeans Magenta,56,Small,Magenta,556.18,Men,Jeans,147,3,cashondelivery,Madhya Pradesh,Delivered,30,August
2618,2,Saree PapayaWhip,57,Medium,PapayaWhip,411.51,Kids,Saree,838,4,cashondelivery,Manipur,Returned,27,February
2619,7,Pants DarkTurquoise,12,Large,DarkTurquoise,688.46,Men,Pants,1362,1,UPI,Maharashtra,Returned,25,April
2620,7,Formals MediumAquaMarine,59,Medium,MediumAquaMarine,965.46,Kids,Formals,1220,1,netbanking,Rajasthan,Cancelled,13,April
2621,11,T-Shirts Thistle,99,Small,Thistle,440.52,Women,T-Shirts,481,1,UPI,Punjab,Delivered,30,June
2622,7,T-Shirts WhiteSmoke,19,Small,WhiteSmoke,598.34,Men,T-Shirts,1253,3,netbanking,Tripura,Returned,25,December
2623,5,Ethnic Pink,75,Medium,Pink,360.86,Women,Ethnic,1438,1,cashondelivery,Maharashtra,Returned,2,March
2624,5,Saree DarkGoldenRod,96,Small,DarkGoldenRod,170.02,Men,Saree,313,3,netbanking,Kerala,Cancelled,7,March
2625,26,Trousers LimeGreen,83,Medium,LimeGreen,461.88,Women,Trousers,934,1,cashondelivery,Goa,Cancelled,20,July
2626,16,Tops HoneyDew,69,Medium,HoneyDew,182.18,Men,Tops,392,2,UPI,Nagaland,Delivered,25,February
2627,26,Casuals LightCoral,76,Small,LightCoral,324.76,Women,Casuals,733,1,UPI,Chhattisgarh,Returned,23,April
2628,5,Western Linen,40,Large,Linen,153.97,Women,Western,1160,2,cashondelivery,Bihar,Cancelled,14,June
2629,2,Pants MediumAquaMarine,22,Small,MediumAquaMarine,510.86,Men,Pants,1094,1,netbanking,Odisha,Delivered,2,July
2630,14,Saree Pink,97,Large,Pink,322.24,Kids,Saree,170,3,cashondelivery,Karnataka,Returned,30,September
2631,24,Shirts DimGray,27,Medium,DimGray,796.47,Kids,Shirts,104,3,UPI,Gujarat,Delivered,27,February
2632,28,Saree Green,96,Large,Green,750.11,Women,Saree,638,4,cashondelivery,Tripura,Delivered,10,May
2633,19,Pants Pink,91,Large,Pink,21.16,Men,Pants,1371,4,UPI,Uttar Pradesh,Cancelled,7,January
2634,10,Western LemonChiffon,81,Small,LemonChiffon,866.35,Women,Western,204,1,cashondelivery,Arunachal Pradesh,Returned,8,July
2635,26,Saree SaddleBrown,52,Large,SaddleBrown,164.6,Men,Saree,478,4,UPI,Nagaland,Returned,27,February
2636,6,Formals PaleTurquoise,66,Small,PaleTurquoise,323.88,Women,Formals,673,2,cashondelivery,Tamil Nadu,Returned,12,December
2637,1,Formals Orchid,99,Large,Orchid,960.71,Kids,Formals,351,4,UPI,Odisha,Cancelled,29,January
2638,1,Trousers Black,33,Small,Black,850.83,Women,Trousers,1228,1,netbanking,Jharkhand,Cancelled,23,December
2639,7,Pants PowderBlue,27,Small,PowderBlue,696.22,Women,Pants,268,2,netbanking,Rajasthan,Delivered,24,November
2640,9,Pants Cyan,89,Small,Cyan,282.65,Kids,Pants,506,4,cashondelivery,Nagaland,Delivered,24,November
2641,1,Jeans Coral,80,Small,Coral,300.09,Men,Jeans,1402,4,UPI,Meghalaya,Delivered,27,August
2642,4,Tops DarkSlateGray,46,Medium,DarkSlateGray,150.13,Men,Tops,332,3,UPI,Mizoram,Cancelled,3,February
2643,27,Ethnic Linen,35,Medium,Linen,263.06,Men,Ethnic,291,3,UPI,West Bengal,Returned,21,June
2644,10,Trousers DarkTurquoise,29,Large,DarkTurquoise,417.85,Kids,Trousers,1091,3,netbanking,Andhra Pradesh,Delivered,20,July
2645,7,T-Shirts Wheat,89,Small,Wheat,64.12,Men,T-Shirts,511,3,cashondelivery,Haryana,Cancelled,3,December
2646,21,Ethnic Crimson,9,Small,Crimson,522.17,Women,Ethnic,1317,4,netbanking,Telangana,Cancelled,19,July
2647,18,Pants MediumSlateBlue,47,Large,MediumSlateBlue,59.98,Men,Pants,865,2,UPI,Sikkim,Returned,7,June
2648,8,Saree LightPink,24,Medium,LightPink,304.13,Women,Saree,893,4,netbanking,Madhya Pradesh,Returned,12,November
2649,6,Formals Khaki,48,Large,Khaki,750.75,Women,Formals,421,1,cashondelivery,Odisha,Cancelled,11,July
2650,15,T-Shirts DarkViolet,97,Large,DarkViolet,595.29,Women,T-Shirts,121,3,netbanking,Gujarat,Cancelled,27,January
2651,30,Casuals MediumOrchid,24,Medium,MediumOrchid,117.08,Men,Casuals,572,4,UPI,Kerala,Cancelled,7,September
2652,26,T-Shirts HoneyDew,20,Small,HoneyDew,828.77,Kids,T-Shirts,797,4,UPI,Telangana,Delivered,2,May
2653,26,Formals BlueViolet,40,Small,BlueViolet,282.47,Men,Formals,305,2,netbanking,Meghalaya,Returned,18,October
2654,3,Saree Maroon,45,Medium,Maroon,285.18,Men,Saree,1327,1,netbanking,Tripura,Cancelled,3,September
2655,19,Trousers LightYellow,28,Large,LightYellow,129.53,Men,Trousers,727,2,UPI,Uttar Pradesh,Returned,28,December
2656,15,T-Shirts Azure,69,Medium,Azure,595.29,Men,T-Shirts,1366,2,cashondelivery,Uttar Pradesh,Cancelled,21,February
2657,29,Tops BurlyWood,25,Large,BurlyWood,802.29,Men,Tops,42,2,UPI,Uttar Pradesh,Cancelled,30,March
2658,22,Casuals White,47,Medium,White,66.0,Kids,Casuals,986,3,netbanking,Sikkim,Delivered,13,December
2659,30,Pants LavenderBlush,98,Large,LavenderBlush,840.41,Kids,Pants,1112,4,UPI,Rajasthan,Returned,21,September
2660,9,Formals Aqua,25,Medium,Aqua,406.16,Women,Formals,1077,1,netbanking,Bihar,Returned,20,September
2661,4,Shirts BurlyWood,47,Large,BurlyWood,771.29,Men,Shirts,1066,1,netbanking,Sikkim,Delivered,7,March
2662,17,Tops CadetBlue,14,Small,CadetBlue,674.24,Men,Tops,292,2,netbanking,Andhra Pradesh,Delivered,3,January
2663,17,T-Shirts DarkGreen,68,Small,DarkGreen,455.57,Men,T-Shirts,864,1,cashondelivery,Tripura,Returned,20,December
2664,17,Formals Green,20,Small,Green,651.98,Kids,Formals,187,2,netbanking,Andhra Pradesh,Delivered,8,January
2665,17,Saree Pink,51,Medium,Pink,370.71,Kids,Saree,832,4,UPI,Bihar,Delivered,6,July
2666,11,Ethnic Brown,88,Small,Brown,209.04,Men,Ethnic,1009,1,cashondelivery,Chhattisgarh,Delivered,5,September
2667,13,Ethnic PowderBlue,87,Medium,PowderBlue,237.79,Kids,Ethnic,162,3,cashondelivery,Uttarakhand,Delivered,8,January
2668,22,Saree LemonChiffon,72,Medium,LemonChiffon,632.05,Men,Saree,1031,2,UPI,Sikkim,Delivered,21,October
2669,8,Casuals BlanchedAlmond,78,Small,BlanchedAlmond,574.54,Kids,Casuals,396,1,netbanking,Assam,Delivered,26,June
2670,23,Ethnic Indigo,94,Medium,Indigo,275.69,Men,Ethnic,739,1,UPI,Kerala,Returned,16,July
2671,12,Casuals DarkSeaGreen,21,Medium,DarkSeaGreen,865.74,Men,Casuals,873,1,cashondelivery,Maharashtra,Cancelled,22,July
2672,4,Shirts SkyBlue,55,Small,SkyBlue,544.81,Men,Shirts,415,4,UPI,Manipur,Delivered,14,October
2673,14,Tops Turquoise,64,Large,Turquoise,830.62,Men,Tops,92,2,cashondelivery,Meghalaya,Cancelled,16,April
2674,5,Trousers MediumSlateBlue,47,Large,MediumSlateBlue,191.41,Men,Trousers,1335,3,netbanking,Andhra Pradesh,Returned,29,June
2675,23,T-Shirts LawnGreen,2,Large,LawnGreen,572.05,Kids,T-Shirts,127,2,UPI,Sikkim,Returned,4,July
2676,14,Pants RosyBrown,8,Large,RosyBrown,899.4,Women,Pants,75,4,cashondelivery,Meghalaya,Returned,15,January
2677,5,Western Thistle,31,Medium,Thistle,958.83,Men,Western,731,2,netbanking,Maharashtra,Delivered,5,July
2678,29,Jeans DarkCyan,91,Large,DarkCyan,143.56,Kids,Jeans,1250,4,UPI,Gujarat,Returned,28,April
2679,6,Formals AliceBlue,83,Small,AliceBlue,13.52,Men,Formals,1406,4,netbanking,Karnataka,Cancelled,7,April
2680,11,Trousers Navy,55,Small,Navy,665.98,Women,Trousers,959,2,cashondelivery,West Bengal,Delivered,19,January
2681,18,Trousers Crimson,68,Medium,Crimson,135.33,Men,Trousers,807,2,cashondelivery,Andhra Pradesh,Returned,27,January
2682,18,Pants SeaGreen,20,Large,SeaGreen,127.89,Women,Pants,571,3,UPI,Madhya Pradesh,Delivered,2,October
2683,20,Shirts HoneyDew,64,Medium,HoneyDew,155.24,Women,Shirts,430,2,netbanking,Uttar Pradesh,Cancelled,30,February
2684,19,Saree DarkCyan,50,Small,DarkCyan,863.73,Men,Saree,656,3,UPI,Goa,Cancelled,20,June
2685,10,Trousers Pink,81,Small,Pink,55.3,Men,Trousers,1129,2,UPI,Karnataka,Returned,12,July
2686,25,Formals SaddleBrown,65,Small,SaddleBrown,163.78,Kids,Formals,1251,1,netbanking,Telangana,Cancelled,7,April
2687,16,Western MediumVioletRed,65,Large,MediumVioletRed,99.3,Men,Western,1170,4,netbanking,Nagaland,Cancelled,3,April
2688,25,Ethnic Orchid,79,Large,Orchid,990.95,Men,Ethnic,316,4,UPI,Odisha,Delivered,13,February
2689,7,Pants Silver,71,Large,Silver,33.26,Men,Pants,701,3,cashondelivery,Meghalaya,Returned,23,May
2690,11,Western Maroon,54,Medium,Maroon,362.39,Women,Western,1146,2,cashondelivery,Assam,Delivered,8,October
2691,7,Casuals Tomato,23,Medium,Tomato,53.51,Men,Casuals,737,3,netbanking,Sikkim,Delivered,28,August
2692,7,Saree DarkGoldenRod,26,Large,DarkGoldenRod,265.33,Women,Saree,1226,1,netbanking,Meghalaya,Cancelled,7,November
2693,25,Ethnic PaleGoldenRod,59,Large,PaleGoldenRod,775.43,Kids,Ethnic,1144,1,netbanking,Punjab,Cancelled,16,March
2694,24,Formals SpringGreen,76,Large,SpringGreen,777.13,Kids,Formals,1189,2,cashondelivery,Himachal Pradesh,Delivered,14,June
2695,13,Casuals Magenta,58,Medium,Magenta,515.39,Men,Casuals,48,1,UPI,Andhra Pradesh,Cancelled,14,May
2696,2,Saree Gray,65,Medium,Gray,847.58,Kids,Saree,536,4,cashondelivery,Maharashtra,Delivered,20,January
2697,22,T-Shirts Teal,95,Large,Teal,565.17,Men,T-Shirts,438,2,cashondelivery,Meghalaya,Delivered,26,January
2698,8,Trousers Thistle,92,Large,Thistle,866.94,Kids,Trousers,181,3,cashondelivery,Telangana,Returned,23,October
2699,16,Tops DarkRed,31,Large,DarkRed,369.9,Women,Tops,1139,4,netbanking,Rajasthan,Delivered,23,May
2700,1,Saree DarkGoldenRod,76,Small,DarkGoldenRod,90.61,Women,Saree,1140,2,netbanking,Assam,Returned,30,May
2701,16,Pants Orange,47,Small,Orange,21.65,Men,Pants,1089,1,UPI,Himachal Pradesh,Delivered,25,March
2702,26,Saree Wheat,61,Medium,Wheat,893.83,Kids,Saree,827,2,cashondelivery,Chhattisgarh,Cancelled,10,May
2703,12,Trousers PaleGreen,63,Large,PaleGreen,939.27,Kids,Trousers,989,4,netbanking,Tamil Nadu,Cancelled,14,January
2704,7,Pants Red,55,Small,Red,447.91,Men,Pants,401,2,UPI,Jharkhand,Delivered,8,April
2705,16,Trousers LightCyan,25,Medium,LightCyan,320.18,Women,Trousers,1004,3,UPI,Haryana,Delivered,19,March
2706,25,Trousers LightSeaGreen,14,Large,LightSeaGreen,721.66,Women,Trousers,1308,3,UPI,Telangana,Returned,28,July
2707,4,Saree Turquoise,52,Small,Turquoise,167.22,Men,Saree,137,1,netbanking,Rajasthan,Cancelled,2,March
2708,19,Shirts LightSalmon,69,Small,LightSalmon,25.62,Women,Shirts,364,1,cashondelivery,Madhya Pradesh,Cancelled,13,July
2709,3,Trousers LightGoldenRodYellow,4,Small,LightGoldenRodYellow,281.07,Kids,Trousers,893,4,cashondelivery,Tamil Nadu,Delivered,27,May
2710,8,T-Shirts NavajoWhite,88,Small,NavajoWhite,717.34,Kids,T-Shirts,765,2,UPI,Goa,Returned,30,April
2711,20,Trousers LightSeaGreen,36,Medium,LightSeaGreen,892.41,Men,Trousers,1474,2,netbanking,Tripura,Cancelled,21,April
2712,28,Casuals Wheat,13,Large,Wheat,788.33,Kids,Casuals,99,2,netbanking,Uttarakhand,Returned,8,August
2713,19,Formals Beige,12,Small,Beige,257.11,Women,Formals,357,2,cashondelivery,Himachal Pradesh,Cancelled,14,December
2714,17,Trousers SeaGreen,27,Medium,SeaGreen,738.01,Kids,Trousers,816,1,netbanking,Haryana,Cancelled,16,June
2715,21,Casuals Gray,40,Large,Gray,815.06,Men,Casuals,960,3,UPI,Maharashtra,Cancelled,21,September
2716,24,Jeans BlanchedAlmond,50,Large,BlanchedAlmond,820.14,Women,Jeans,964,1,cashondelivery,Tripura,Returned,22,July
2717,15,Casuals SeaShell,99,Large,SeaShell,451.18,Women,Casuals,235,4,cashondelivery,Nagaland,Delivered,2,August
2718,15,Trousers Orchid,59,Small,Orchid,501.92,Women,Trousers,843,1,netbanking,Uttar Pradesh,Cancelled,5,December
2719,7,Pants ForestGreen,47,Small,ForestGreen,38.55,Kids,Pants,950,4,UPI,Odisha,Returned,26,October
2720,5,Casuals Navy,62,Large,Navy,174.71,Women,Casuals,696,1,netbanking,Meghalaya,Cancelled,16,September
2721,1,Saree Brown,26,Large,Brown,187.24,Women,Saree,849,3,UPI,Odisha,Cancelled,16,July
2722,24,Jeans Snow,67,Medium,Snow,778.82,Women,Jeans,311,3,cashondelivery,Gujarat,Delivered,29,June
2723,15,Shirts CadetBlue,44,Medium,CadetBlue,272.47,Men,Shirts,609,4,netbanking,Arunachal Pradesh,Returned,13,August
2724,8,Ethnic LightBlue,75,Large,LightBlue,72.36,Kids,Ethnic,1200,1,cashondelivery,Uttarakhand,Cancelled,12,April
2725,23,Saree Aquamarine,57,Small,Aquamarine,90.74,Men,Saree,1025,1,netbanking,Tripura,Delivered,27,May
2726,27,Formals Pink,85,Small,Pink,13.81,Kids,Formals,394,3,cashondelivery,Bihar,Cancelled,6,August
2727,1,Saree DarkSlateGray,34,Large,DarkSlateGray,687.75,Kids,Saree,1206,3,netbanking,Andhra Pradesh,Cancelled,26,August
2728,12,Formals HotPink,32,Medium,HotPink,652.02,Women,Formals,443,3,UPI,Assam,Returned,16,January
2729,18,Trousers Pink,5,Large,Pink,783.79,Women,Trousers,1010,3,cashondelivery,Gujarat,Delivered,5,June
2730,13,Saree SaddleBrown,83,Small,SaddleBrown,772.24,Women,Saree,394,4,UPI,Uttar Pradesh,Cancelled,24,April
2731,15,Pants SeaGreen,2,Large,SeaGreen,627.41,Men,Pants,946,1,netbanking,Mizoram,Returned,4,August
2732,24,T-Shirts LightSalmon,36,Medium,LightSalmon,779.51,Women,T-Shirts,1280,2,netbanking,Punjab,Cancelled,1,February
2733,26,Trousers PowderBlue,54,Small,PowderBlue,650.35,Kids,Trousers,270,2,cashondelivery,Haryana,Cancelled,10,June
2734,26,Pants Blue,10,Small,Blue,396.76,Men,Pants,1053,4,UPI,Bihar,Delivered,8,November
2735,27,Ethnic DarkGoldenRod,25,Medium,DarkGoldenRod,91.65,Kids,Ethnic,473,4,UPI,Goa,Delivered,7,June
2736,21,Formals LawnGreen,99,Small,LawnGreen,134.37,Men,Formals,980,3,UPI,Gujarat,Delivered,3,November
2737,18,Pants DarkOrange,21,Small,DarkOrange,222.87,Kids,Pants,1133,1,netbanking,Tripura,Returned,13,June
2738,6,Tops Fuchsia,79,Small,Fuchsia,911.59,Men,Tops,155,1,UPI,West Bengal,Cancelled,17,August
2739,30,Saree Bisque,54,Medium,Bisque,943.63,Kids,Saree,366,1,netbanking,Mizoram,Cancelled,6,September
2740,10,Jeans LightGoldenRodYellow,34,Large,LightGoldenRodYellow,767.63,Kids,Jeans,536,3,netbanking,Nagaland,Returned,30,May
2741,20,Ethnic MediumOrchid,56,Large,MediumOrchid,982.4,Women,Ethnic,687,4,cashondelivery,Uttarakhand,Returned,12,April
2742,25,Formals Violet,74,Large,Violet,467.06,Men,Formals,238,1,cashondelivery,Himachal Pradesh,Cancelled,14,August
2743,24,Western MediumSpringGreen,10,Medium,MediumSpringGreen,419.64,Men,Western,150,1,cashondelivery,Tamil Nadu,Returned,30,June
2744,30,Tops DarkBlue,76,Large,DarkBlue,849.72,Women,Tops,266,1,UPI,Uttarakhand,Delivered,28,January
2745,26,Jeans Indigo,97,Medium,Indigo,812.11,Men,Jeans,885,4,cashondelivery,Uttar Pradesh,Cancelled,25,July
2746,21,T-Shirts Lime,86,Medium,Lime,374.78,Women,T-Shirts,824,2,netbanking,Maharashtra,Cancelled,12,June
2747,29,T-Shirts Salmon,16,Medium,Salmon,246.5,Women,T-Shirts,1032,2,UPI,Gujarat,Cancelled,2,October
2748,4,Casuals BlanchedAlmond,56,Large,BlanchedAlmond,172.39,Women,Casuals,383,4,UPI,West Bengal,Returned,19,August
2749,22,Ethnic Azure,75,Large,Azure,84.54,Kids,Ethnic,1463,4,UPI,Odisha,Cancelled,8,September
2750,28,Jeans DeepSkyBlue,87,Large,DeepSkyBlue,137.32,Kids,Jeans,771,4,UPI,Mizoram,Returned,13,November
2751,15,Tops DarkGray,85,Large,DarkGray,928.0,Men,Tops,861,1,UPI,Telangana,Delivered,16,October
2752,19,Formals Ivory,83,Large,Ivory,446.1,Men,Formals,277,1,netbanking,Odisha,Delivered,2,December
2753,19,Saree LightSteelBlue,27,Medium,LightSteelBlue,269.6,Men,Saree,773,3,netbanking,Himachal Pradesh,Cancelled,15,October
2754,24,Casuals LawnGreen,59,Small,LawnGreen,63.09,Men,Casuals,210,2,cashondelivery,Maharashtra,Returned,4,May
2755,9,Western LightSteelBlue,36,Large,LightSteelBlue,572.75,Men,Western,586,2,netbanking,Nagaland,Delivered,25,October
2756,18,Tops DarkMagenta,81,Large,DarkMagenta,275.54,Men,Tops,1318,3,cashondelivery,Mizoram,Returned,10,January
2757,28,Saree Silver,56,Large,Silver,608.3,Kids,Saree,424,3,UPI,Uttarakhand,Cancelled,26,March
